X,Y,OBJECTID,NAME,ADDRESS,CITY,ZIP,UPDATE_DATE,STATUS
11802727.44189,6930246.12202208,5596,THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,5750 WEBSTERS WAY,WOODBRIDGE,22192,2020/07/07 20:45:42+00,1
11824349.0109341,6914114.33064705,5597,THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,3000 DALE BOULEVARD,DALE CITY,22193,2021/08/25 21:25:18+00,1
11764260.4643181,6978838.41928333,5598,LIVING FAITH CHURCH,10266 BATTLEVIEW PARKWAY,MANASSAS,20109,2020/07/31 19:45:35+00,1
11756653.8528551,6951691.66521005,5599,CHAPEL SPRINGS CHURCH,11500 NEW LIFE WAY,BRISTOW,20136,2021/07/28 18:29:45+00,1
11772945.0884542,6963218.06368479,5600,MANASSAS BAPTIST CHURCH,8730 SUDLEY ROAD,MANASSAS,20110,2019/07/26 20:03:31+00,1
11783350.1275679,6957598.04191956,5601,MANASSAS CHURCH OF CHRIST,8110 SIGNAL HILL ROAD,MANASSAS,20111,2019/07/26 20:03:31+00,1
11774217.6718794,6962838.15712443,5602,ST THOMAS UNITED METHODIST CHURCH,8899 SUDLEY ROAD,MANASSAS,20190,2019/07/26 20:03:31+00,1
11822591.6705165,6871710.79499157,5603,US MARINE MEMORIAL CHAPEL,19378 FULLER HEIGHTS ROAD,TRIANGLE,22172,2019/07/26 20:03:31+00,1
11773496.0291267,6965261.48947869,5604,CROSSWAY FELLOWSHIP,8601 PLANTATION LANE,MANASSAS,20110,2021/07/28 19:49:00+00,1
11780854.5648136,6963098.55674067,5605,NEW COVENANT FELLOWSHIP,8624 PHOENIX DRIVE,MANASSAS,20110,2019/07/26 20:03:31+00,1
11776825.9616738,6961547.66701123,5606,NATIVITY OF OUR LORD ORTHODOX CHURCH,8911 WEEMS ROAD,MANASSAS,20110,2019/07/26 20:03:31+00,1
11826084.2309037,6917154.61071388,5607,OPEN ARMS PFWB CHURCH,14549 TOWN CENTER ROAD,DALE CITY,22193,2021/08/25 21:25:58+00,1
11777588.7095785,6958386.30790429,5608,REFORMED PRESBYTERIAN CHURCH MANASSAS,9400 FAIRVIEW AVENUE,MANASSAS,20110,2020/07/31 19:40:20+00,1
11750055.6463849,6958932.94547279,5609,ST BENEDICT MONASTERY,9535 LINTON HALL ROAD,BRISTOW,20136,2019/07/26 20:03:31+00,1
11769674.5210272,6967713.69888897,5610,MANASSAS SEVENTH-DAY ADVENTIST CHURCH,9858 FAIRMONT AVENUE,MANASSAS,20109,2019/07/26 20:03:31+00,1
11785744.9650741,6971860.70894083,5611,REPENTANCE BY FAITH CHURCH OF GOD,7907 RUGBY ROAD,MANASSAS,20111,2020/07/31 20:16:04+00,1
11779057.0741239,6960208.75142598,5612,VICTORY GOSPEL CHURCH,9115 WEIR PLACE,MANASSAS,20110,2019/07/26 20:03:31+00,1
11839437.9589161,6925223.09174541,5613,HOPE AGLOW EMPOWERMENT CHURCH,13550 RICHMOND HIGHWAY,WOODBRIDGE,22191,2022/07/05 18:38:11+00,1
11837354.0559382,6921772.14927819,5614,WOODBRIDGE CHRISTIAN CHURCH,14045 RICHMOND HIGHWAY,WOODBRIDGE,22191,2022/07/05 18:38:11+00,1
11821461.2602754,6923555.13961585,5615,FIRST BAPTIST CHURCH OF WOODBRIDGE,13600 MINNIEVILLE ROAD,WOODBRIDGE,22192,2019/07/26 20:03:31+00,1
11718231.4794433,6968004.32084125,5616,APOSTOLIC FAITH CHURCH,16211 LEE HIGHWAY,GAINESVILLE,20155,2021/08/25 21:27:17+00,1
11729076.0777254,6974872.52692764,5617,FIRESIDE WESLEYAN CHURCH,10511 WHARFDALE PLACE,GAINESVILLE,20155,2020/09/30 18:04:33+00,1
11736891.5867246,6967963.7937372,5618,APOSTOLIC FAITH UNITED PENTECOSTAL CHURCH,14002 GLENKIRK ROAD,GAINESVILLE,20155,2021/08/25 21:27:39+00,1
11783245.8226718,6973348.08327822,5619,YORKSHIRE FREE WILL BAPTIST CHURCH,7620 CHESTNUT STREET,MANASSAS,20111,2021/08/25 21:27:56+00,1
11749381.9360483,6956888.9628789,5620,GRACE LIFE COMMUNITY CHURCH,9560 LINTON HALL ROAD,BRISTOW,20136,2021/08/25 21:28:23+00,1
11785408.7712818,6934431.77143398,5621,VIRGINIA KOREAN SDA CHURCH,12351 DUMFRIES ROAD,MANASSAS,20112,2019/07/26 20:03:31+00,1
11818893.854449,6933065.65712871,5622,OCCOQUAN BIBLE CHURCH,3700 OLD BRIDGE ROAD,LAKE RIDGE,22192,2019/07/26 20:03:31+00,1
11805427.0049005,6931459.63498321,5623,DAR-ALNOOR ISLAMIC COMMUNITY CENTER,5404 HOADLY ROAD,MANASSAS,20112,2021/07/28 15:38:08+00,1
11804348.3852515,6931116.04253489,5624,MASROOR MOSQUE,5640 HOADLY ROAD,MANASSAS,20112,2020/02/25 16:07:37+00,1
11817246.7791195,6909472.99816273,5625,INSPIRE CHURCH,15418 CARDINAL DRIVE,WOODBRIDGE ,22193,2021/08/25 21:29:16+00,1
11796569.7167002,6928125.8276201,5626,SPRIGGS ROAD PRESBYTERIAN CHURCH,13201 SPRIGGS ROAD,MANASSAS,20112,2021/08/25 21:29:37+00,1
11828189.7710017,6918346.783259,5627,EBENEZER PRESBYTERIAN CHURCH,14508 TELEGRAPH ROAD,WOODBRIDGE,22192,2021/08/25 21:30:18+00,1
11720466.7721173,6972897.3197578,5628,GRACE CHURCH OF GAINESVILLE,7506 JAMES MADISON HIGHWAY,GAINESVILLE,20155,2020/09/30 17:56:58+00,1
11825451.6037031,6914761.22779965,5629,ALL SAINTS' CHURCH,14851 GIDEON DRIVE,WOODBRIDGE,22192,2019/07/26 20:03:31+00,1
11818255.2895844,6891952.17997041,5630,CHURCH ON THE ROCK MINISTRIES,17732 WASHINGTON STREET,DUMFRIES,22026,2021/08/25 21:30:45+00,1
11840249.4364209,6927768.06710777,5631,RENEW LIFE WORSHIP CENTER,13195 GORDON BOULEVARD,WOODBRIDGE,22191,2019/07/26 20:03:31+00,1
11836994.1155859,6930580.95824639,5632,HOLINESS TABERNACLE CHURCH OF GOD IN CHRIST,1440 OLD BRIDGE ROAD,WOODBRIDGE,22192,2021/08/25 21:31:16+00,1
11731856.801696,6978009.94977856,5633,HAYMARKET CHURCH OF CHRIST,6945 GILLIS WAY,GAINESVILLE,20155,2019/07/26 20:03:31+00,1
11739966.0450955,6968464.54304968,5636,HOLY TRINITY CATHOLIC CHURCH,8213 LINTON HALL ROAD,GAINESVILLE,20155,2019/07/26 20:03:31+00,1
11739324.3585669,6968208.40532143,5637,GAINESVILLE UNITED METHODIST CHURCH,13710 MILESTONE COURT,GAINESVILLE,20155,2021/08/25 21:31:39+00,1
11820686.2200187,6892408.27110684,5638,WORD OF FAITH CHRISTIAN FELLOWSHIP CHURCH,17650 POSSUM POINT ROAD,DUMFRIES,22026,2021/08/25 21:31:57+00,1
11822996.8086928,6922255.74787064,5639,VICTORY BY FAITH CHURCH,14065 CROWN COURT,WOODBRIDGE,22193,2021/08/25 21:33:12+00,1
11817518.6828637,6891062.17139359,5640,GREATER PRAISE TEMPLE MINISTRIES,17838 MAIN STREET,DUMFRIES,22026,2019/07/26 20:03:31+00,1
11816905.6074072,6920680.27932517,5641,VICTORY CHRISTIAN MINISTRIES INTERNATIONAL,14015 MINNIEVILLE ROAD,WOODBRIDGE,22193,2019/07/26 20:03:31+00,1
11731443.8713916,7017277.78699914,5642,TU VIEN TUONG VAN TEMPLE,2101 JAMES MADISON HIGHWAY,HAYMARKET,20169,2019/07/26 20:03:31+00,1
11736633.5105644,6965553.33511096,5643,NORTHERN VIRGINIA BAPTIST CENTER,14019 GLENKIRK ROAD,GAINESVILLE,20155,2019/07/26 20:03:31+00,1
11736071.1794279,6966131.69031151,5644,THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,14015 GLENKIRK ROAD,GAINESVILLE,20155,2020/07/07 20:45:42+00,1
11726775.3355792,6991241.07119888,5645,LIVING HOPE SEVENTH-DAY ADVENTIST CHURCH,5235 MERCHANTS VIEW SQUARE,HAYMARKET,20169,2019/07/26 20:03:31+00,1
11815496.3501898,6931407.48624717,5646,MOVE CHURCH,13061 TOUCHSTONE CIRCLE,WOODBRIDGE,22192,2021/08/25 21:33:49+00,1
11728048.2259484,6997585.2432368,5647,PARK VALLEY CHURCH,4500 WAVERLY FARM DRIVE,HAYMARKET,20169,2021/08/25 21:34:04+00,1
11828760.6394822,6909583.24149084,5648,HARVEST LIFE CHURCH,15505 NEABSCO MILLS ROAD,WOODBRIDGE,22191,2020/07/31 20:07:58+00,1
11817519.4147677,6931591.35824734,5649,WATT BUDDHACHEYA MONGKOL TEMPLE,3905 OLD BRIDGE ROAD,WOODBRIDGE,22192,2021/08/25 21:34:39+00,1
11746706.2980298,6949618.85061613,5653,NAKKKUSA TEMPLE,10505 KETTLE RUN ROAD,NOKESVILLE,20181,2019/07/26 20:03:31+00,1
11781528.6499342,6968472.19463368,5654,RCCG CHAPEL OF GRACE,8450 MAPLEWOOD DRIVE,MANASSAS,20111,2019/07/26 20:03:31+00,1
11838854.7294756,6922904.39555125,5655,THE POTTER'S HOUSE,1305 JEFFERSON PLAZA,WOODBRIDGE,22191,2021/08/26 13:49:18+00,1
11729827.9128621,7000310.86551133,5656,SHEPHERD OF THE HILLS LUTHERAN CHURCH,4090 SUDLEY ROAD,HAYMARKET,20169,2021/08/26 13:49:47+00,1
11785590.954706,6916066.43176888,5657,RECONCILIATION COMMUNITY CHURCH,14654 JOPLIN ROAD,MANASSAS,20112,2021/08/26 13:50:27+00,1
11752547.6131072,6993698.95561717,5658,MISION EVANGELICA SAN JUAN,4949 SUDLEY ROAD,CATHARPIN,20143,2019/07/26 20:03:31+00,1
11814554.242797,6930121.76080596,5659,MOSQUE MOHAMMADIA CENTER OF NORTHERN VA,4291 PRINCE WILLIAM PKWY,WOODBRIDGE,22192,2019/07/26 20:03:31+00,2
11823880.3880857,6924739.03593695,5660,DEBRE MEDHANIT EYESUS ETHIOPIAN ORTHODOX TEWAHIDO CHURCH,13456 MINNIEVILLE ROAD,WOODBRIDGE,22192,2020/06/30 15:49:56+00,1
11839462.0180522,6925859.11069,5661,LAMB OF GOD INTERNATIONAL CHURCH,13414 OCCOQUAN ROAD,WOODBRIDGE,22191,2021/08/26 13:51:56+00,1
11747624.3501266,6937397.83530875,5662,ALIVE CHURCH,12625 FITZWATER DRIVE,NOKESVILLE,20181,2021/08/26 20:33:51+00,1
11820065.5774581,6887526.25075029,5663,ABUNDANT LIFE OUTREACH MINISTRIES,3613 GRAHAM PARK ROAD,TRIANGLE,22172,2020/06/30 19:29:29+00,1
11830957.5070682,6930816.12573461,5664,ABUNDANT LIFE UNITED PENTECOSTAL CHURCH,12964 HARBOR DRIVE,WOODBRIDGE,22192,2021/08/26 13:55:54+00,1
11819152.2931053,6891011.20563354,6061,GRACE CHURCH,1006 WILLIAMSTOWN DRIVE,DUMFRIES,22026,2021/08/26 14:31:51+00,1
11794557.7271944,6912616.19842166,6062,HOPE HILL CHURCH,15024 DUMFRIES ROAD,MANASSAS,20112,2021/08/26 14:32:27+00,1
11746276.2525894,6995143.83139452,6063,ST. KATHARINE DREXEL MISSION,4610 SUDLEY ROAD,CATHARPIN,20143,2021/08/26 20:35:21+00,1
11814239.2565567,6920544.78415705,6064,IMMANUEL ANGLICAN CHURCH,4323 DALE BOULEVARD,WOODBRIDGE,22193,2021/08/26 14:33:59+00,1
11824104.0921499,6922376.25961475,6065,DIVINE WORD INTERNATIONAL MINISTRIES,3115 GOLANSKY BOULEVARD,WOODBRIDGE,22192,2021/08/26 14:34:59+00,1
11832503.0561257,6914378.8989673,6066,MASJID AL-FALAH,14918 RICHMOND HIGHWAY,WOODBRIDGE,22191,2022/07/05 18:38:11+00,1
11814861.9962693,6919656.72450821,6067,HASKAY COMMUNITY MASJID,4229 DALE BOULEVARD,WOODBRIDGE,22193,2021/08/26 14:35:46+00,1
11807136.1858301,6918406.98242706,6068,WOODBRIDGE SEVENTH DAY ADVENTIST CHURCH,5290 SARATOGA LANE,WOODBRIDGE,22193,2021/07/28 18:36:26+00,1
11800537.7333439,6919982.32937253,6069,GRACE FILIPINO CHURCH,14242 SPRIGGS ROAD,WOODBRIDGE,22193,2021/07/28 18:45:13+00,1
11817197.6583514,6909436.8046267,6070,REY DE GLORIA VIRGINIA,15418 CARDINAL DRIVE,WOODBRIDGE,22192,2021/07/28 18:54:44+00,1
11836580.6809615,6922343.41660672,6071,WOODBRIDGE GHANAIAN SEVENTH-DAY ADVENTIST CHURCH,1550 PRINCE WILLIAM PARKWAY,WOODBRIDGE,22191,2021/07/28 18:59:11+00,1
11820646.8958586,6909511.49313878,6072,NEABSCO BAPTIST CHURCH,15545 CARDINAL DRIVE,WOODBRIDGE,22193,2021/08/26 14:37:30+00,1
11835277.9932163,6914601.61819951,6073,IGLESIA BUENA TIERRA,1722 FLORIDA AVENUE,WOODBRIDGE,22191,2021/07/28 19:17:23+00,1
11824442.7678622,6920337.99247685,6074,THE CONNECTION CHURCH,14000 SMOKETOWN ROAD,WOODBRIDGE,22192,2021/08/26 14:39:16+00,1
11744964.9181882,6952842.06213912,6075,NEW LIFE COMMUNITY BAPTIST CHURCH,14000 SUDLEY MANOR DRIVE,BRISTOW,20136,2021/08/26 14:59:39+00,1
11829624.879099,6893454.08512382,6076,TRINITY BAPTIST CHURCH,2500 RIVER HERITAGE BOULEVARD,DUMFRIES,22026,2021/08/26 15:00:39+00,1
11824114.4903579,6891383.10579389,6077,PILLAR CHURCH OF DUMFRIES,17700 WAYSIDE DRIVE,DUMFRIES,22026,2021/08/26 15:01:01+00,1
11820700.5775227,6892349.33017878,6078,RIVER OF LIFE CHURCH,17650 POSSUM POINT ROAD,DUMFRIES,22026,2021/07/29 16:25:45+00,1
11741254.9288087,6966460.26247181,6079,NEW LIFE CHRISTIAN CHURCH LINTON HALL CAMPUS,8301 LINTON HALL RD,BRISTOW,20136,2021/07/29 16:17:49+00,1
11824870.6634146,6933454.40644106,6080,ZION WOODBRIDGE,3001 OLD BRIDGE ROAD,WOODBRIDGE,22192,2021/08/26 15:03:00+00,1
11771915.5225013,6959081.36224094,6461,ALL SAINTS CATHOLIC CHURCH,9300 STONEWALL ROAD,MANASSAS,20110,2021/08/18 20:11:25+00,1
11817551.3208158,6891390.06822589,6462,BADR COMMUNITY CENTER OF DUMFRIES,17794 MAIN STREET,DUMFRIES,22026,2021/08/26 15:03:28+00,1
11813994.3505725,6904768.86939035,6467,BETHEL AME CHURCH,4371 KEVIN WALKER DRIVE,DUMFRIES,22025,2021/08/26 15:06:27+00,1
11816593.4773589,6885590.85414049,6468,THE BIBLEWAY APOSTOLIC MINISTRIES,18516 TRIANGLE STREET,TRIANGLE,22172,2021/08/26 15:07:11+00,1
11834951.7952,6917850.79605854,6469,IGLESIA PENTECOSTAL UNIDA CENTRO VIDA WOODBRIDGE,1646 WOODSIDE DRIVE,WOODBRIDGE,22191,2021/08/26 15:07:44+00,1
11813511.273452,6921554.11254199,6470,CHRIST NEW BIRTH MINISTRIES,4421 DALE BOULEVARD,WOODBRIDGE,22193,2021/08/26 20:37:34+00,1
11762264.1555803,6971827.3623808,6471,CHRISTIAN LIFE CHURCH,7845 ASHTON AVENUE,MANASSAS,20109,2021/08/26 15:13:18+00,1
11777986.1173229,6962425.79974805,6472,SOUL'S HARBOR CHURCH OF GOD,8900 PORTNER AVENUE,MANASSAS,20110,2021/08/18 20:11:25+00,1
11734926.7009628,6973652.2158865,6473,ST THOMAS ANGLICAN CHURCH,7500 LOGOS WAY,GAINESVILLE,20155,2021/08/18 20:11:25+00,1
11811718.8490023,6931679.51389542,6474,COVENANT PRESBYTERIAN CHURCH,12700 BLACK FOREST LANE,WOODBRIDGE,22192,2021/08/26 20:40:33+00,1
11770561.414084,6955185.2424293,6475,EVERGREEN COMMUNITY CHURCH,9501 DEAN PARK LANE,MANASSAS,20110,2021/08/18 20:11:25+00,1
11838414.1711392,6926623.11197071,6476,FAITH FAMILY MINISTRIES INTERNATIONAL CHURCH,1312 HORNER ROAD,WOODBRIDGE,22191,2021/08/26 16:01:38+00,1
11778852.2462197,6968804.54100199,6477,FIRST BIBLE BAPTIST CHURCH,206 MANASSAS DRIVE,MANASSAS,20111,2021/08/18 20:11:25+00,1
11814749.5152452,6921133.98838159,6478,FREEDOM FELLOWSHIP CHURCH,4320 DALE BOULEVARD,WOODBRIDGE,22193,2021/08/26 16:02:05+00,1
11762473.4486365,6974073.71681491,6479,GOOD NEWS WASHINGTON CHURCH,7461 MIRAMAR DR,MANASSAS,20109,2021/08/18 20:11:25+00,1
11815375.6502857,6884369.71980335,6480,GREATER NEW LIFE CHRISTIAN FELLOWSHIP,8210 INN STREET,TRIANGLE,22172,2021/08/26 16:02:32+00,1
11817932.4083041,6890737.98886529,6481,HARVEST TABERNACLE MINISTRIES,17873 MAIN STREET,DUMFRIES,22026,2021/08/26 16:03:56+00,1
11724717.0884093,6977795.46299437,6482,HAYMARKET CHURCH,15500 LEARNING LANE,HAYMARKET,20169,2021/08/26 16:05:26+00,1
11829819.8259152,6923769.99350405,6483,HOPE OF GLORY CHURCH,14300 CROSSING PLACE,WOODBRIDGE,22192,2021/08/26 16:06:15+00,1
