ID,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,LINGISOPCT,LESSHSPCT,UNDER5PCT,OVER64PCT,LIFEEXPPCT,PRE1960PCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PTSDF,UST,PWDIS,NO2,DWATER,PNPL,PRMP,E_TOTPOP,E_HU,E_HH,E_POV150_P,E_UNINSUR_P,E_HBURD_P,E_SNGPNT_P,E_MUNIT_P,E_MOBILE_P,E_CROWD_P,E_NOVEH_P,E_GROUPQ_P,SVI_statewide,House_Vacant_P,With_Medicaid_P,Work_Drivealone_P,Work_Carpooled_P,Work_PublicTransportation_P,Work_Walk_P,Work_Taximotorbike_P,Work_Fromhome_P,With_PublicAssIncome_P,With_SSI_P,Mean_Transportation_time(min),Mean_Proportion_HHIncome,Owner_occupied_P,Total_Crash,Percent_Fatal_Injury,Percent_Severe_Injury,Percent_Visible_Injury,Percent_Nonvisible_Injury,Avg_Kill_Person,Avg_Kill_Pedestrian,Avg_Injured_Person,Avg_Injured_Pedestrian,Percent_Workzone_Related,Percent_Schoolzone_Related,Percent_Alcohol_Related,Percent_Animal_Related,Percent_Unrestrained_Related,Percent_Bike_Related,Percent_Distracted_Related,Percent_Drowsy_Related,Percent_Drug_Related,Percent_Guardrail_Related,Percent_Hitrun_Related,Percent_Lgtruck_Related,Percent_Motorcycle_Related,Percent_Pedestrian_Related,Percent_Speed_Related,Percent_Senior_Related,Percent_Young_Related,Percent_Mainline_Related,Percent_Night_Related,Percent_Urban_Crash,Total_Population,Median_Age,Sex_Ratio(males per 100 females),Age_Dependency_Ratio,Old-age_Dependency_Ratio,Child_Dependency_Ratio,Num_School,Num_Fire_Station,Num_Library,Num_Hospital,Num_Worship,Num_Shopping_Center,Prop_Hisp,Prop_White,Prop_Black,Prop_American_Native,Prop_Asian,Prop_Hawaiian,Prop_Onemorerace,percent_food_insecure,percent_homeowners,SFPC,VMC,Vegetation Ordinance,total_population,percent_food_insecure.1,percent_homeowners.1,1st Due,District,City,Neighborhood,Total_Calls,Total_EMS_Calls,Fire_Calls,Structure_Fire_Calls,Overdose_Calls,CPR_Calls,Stroke_Patients,Cardiac_Patients,Diabetic_Patients,Respiratory_Patients,Blood_Pressure_Patients,High_Cholesterol_Patients,Primary_Fire_Station,Shootings,Stabbings,Assaults,Attempted_Suicide,Auto_Accidents,Opioid_Calls,High_Volume_Utilizer_Calls,High_Volume_Utilizer_Percent,Domestic,Homeless
51153900409,0.858085149,0.121382637,0.024560239,0.104966821,0.091830272,0.234729494,0.029982011,0.121726964,0.206153846,0.0,7.189668306,55.24277,0.160766455,31.51438735,953881.3149,0.0,0.0,1444.887787,6.513326571,0.0,0.113966102,0.0,5003,1603,1579,0.074155507,0.13931641,0.191893604,0.026599113,0.0,0.0,0.013932869,0.02279924,0.0,0.3994,0.014971928,0.097124472,0.686714237,0.159700985,0.010873259,0.0,0.059463133,0.083248386,0.060797973,0.01139962,41.33061527,0.353438395,0.732560464,40.0,0.0,0.075,0.875,0.05,0.0,0.0,1.8,0.1,0.0,0.0,0.1,0.0,0.15,0.0,0.175,0.025,0.025,0.05,0.1,0.075,0.025,0.075,0.125,0.05,0.3,1.0,0.375,1.0,4834,40.4,74.6,48.7,18.6,30.2,1,1,0,0,2,0,0.4571325,0.187239442,0.220047127,0.000181258,0.088091354,0.001450063,0.032082654,0.075,0.82,1.0,4.0,2.0,4834,0.075,0.82,Station 10 - 1st Due,NEABSCO,Dale City,Cloverdale,1254,893,236,17,20,4,23,50,79,41,126,22,Primary Fire Station - Station 10,4,0,25,7,58,4,26,2.1,3,0
51153900410,0.882193176,0.307248345,0.050169109,0.051912568,0.071703561,0.068422482,0.108300798,0.038872857,0.176410256,0.014905149,7.158474044,55.32373,0.176123879,36.39436334,1318504.531,0.042028269,1.822891019,2210.774855,7.097802327,0.0,0.234565584,0.0,5891,2214,2078,0.14904091,0.158037685,0.273820982,0.170837344,0.546070461,0.032520325,0.074590953,0.010105871,0.0,0.8029,0.061427281,0.133196721,0.730066951,0.030127815,0.110772976,0.014303104,0.046256847,0.068472307,0.043792108,0.015880654,40.2245998,0.311626879,0.477338313,249.0,0.020080321,0.092369478,0.78313253,0.104417671,0.02811245,0.0,1.554216867,0.040160643,0.040160643,0.012048193,0.048192771,0.0,0.088353414,0.0,0.144578313,0.012048193,0.008032129,0.088353414,0.088353414,0.136546185,0.044176707,0.040160643,0.421686747,0.120481928,0.168674699,0.907630522,0.345381526,1.0,5588,32.8,92.9,49.5,8.3,41.2,2,0,0,0,3,1,0.209253046,0.132791806,0.490022956,0.000176585,0.1107187,0.001765848,0.049267173,0.112,0.357,25.0,17.0,8.0,5588,0.112,0.357,Station 10 - 1st Due,NEABSCO,Dale City,Brightwood Forest,2216,1696,428,18,30,6,37,54,93,56,126,22,Primary Fire Station - Station 10,7,0,56,14,441,6,132,6.0,6,5
51153900502,0.695422535,0.155176005,0.053894183,0.061759729,0.033806957,0.045620952,0.075899844,0.087050078,0.176410256,0.0,7.152292077,55.49733,0.211705209,44.85417152,1523818.995,0.20549711,2.088257473,2471.517405,7.548125292,0.0,0.220695041,0.0,5112,2130,2041,0.053794992,0.047339593,0.272415483,0.025477707,0.380751174,0.0,0.030377266,0.035766781,0.02543036,0.5664,0.041784038,0.15820643,0.633451957,0.087026852,0.066645099,0.003882239,0.050145584,0.158848269,0.087212151,0.027927487,42.03076923,0.300711662,0.484142915,124.0,0.024193548,0.120967742,0.774193548,0.080645161,0.024193548,0.0,1.782258065,0.024193548,0.032258065,0.008064516,0.080645161,0.0,0.088709677,0.032258065,0.169354839,0.016129032,0.0,0.048387097,0.056451613,0.024193548,0.024193548,0.024193548,0.201612903,0.129032258,0.217741936,0.927419355,0.346774194,1.0,4718,35.9,93.2,47.9,13.2,34.7,1,0,1,1,2,2,0.138098543,0.267175573,0.413832986,0.001387925,0.091834374,0.001156604,0.075873236,0.093,0.483,40.0,36.0,0.0,4718,0.093,0.483,Station 12 - 1st Due,NEABSCO,Dale City,Potomac Town Center,2623,1922,549,25,37,5,19,41,81,37,94,21,Primary Fire Station - Station 12,0,2,38,17,322,8,48,1.8,1,12
51153900503,0.862150144,0.215890411,0.075921909,0.067859022,0.084621644,0.209232097,0.092074287,0.090504839,0.164102564,0.136470588,7.193168306,55.66076,0.217562229,42.095928,1907799.483,0.226708482,1.263350919,2006.137798,7.477478341,0.0,0.12830849,0.0,3823,1275,1229,0.149359142,0.142035051,0.238405208,0.056143206,0.407058824,0.0,0.068348251,0.007323027,0.0,0.7894,0.036078431,0.2256707,0.626404494,0.169007491,0.03511236,0.027153558,0.06835206,0.073970037,0.014646054,0.0,46.74418605,0.326337638,0.698404395,143.0,0.013986014,0.06993007,0.776223776,0.13986014,0.013986014,0.006993007,1.65034965,0.006993007,0.0,0.013986014,0.041958042,0.0,0.055944056,0.0,0.223776224,0.027972028,0.006993007,0.097902098,0.083916084,0.090909091,0.027972028,0.013986014,0.363636364,0.160839161,0.160839161,0.93006993,0.181818182,1.0,3787,35.7,100.7,54.1,14.5,39.6,3,1,0,1,2,0,0.454572447,0.188539192,0.237826603,0.001484561,0.083729216,0.0,0.026128266,0.103,0.541,13.0,3.0,2.0,3787,0.103,0.541,Station 12 - 1st Due,WOODBRIDGE,Dale City,Marumsco Hills,1514,1177,266,18,11,4,22,33,52,30,80,30,Primary Fire Station - Station 12,1,1,25,9,244,2,22,1.5,2,1
51153900504,0.86316204,0.468972332,0.19214798,0.126009057,0.212274368,0.236950549,0.050009844,0.111045481,0.164102564,0.120310479,7.177772131,55.69278,0.217556775,45.25113794,1365936.922,0.230626832,2.15025423,2152.487718,7.118523772,0.0,0.110172242,0.0,5079,1546,1385,0.384721402,0.251624336,0.416606498,0.085198556,0.212807245,0.168822768,0.064259928,0.033212996,0.0,0.9903,0.104139715,0.253593227,0.693594646,0.138145316,0.052581262,0.059273423,0.056405354,0.0,0.228158845,0.046209386,38.79899618,0.406262231,0.745619216,49.0,0.040816327,0.102040816,0.836734694,0.020408163,0.040816327,0.020408163,1.816326531,0.142857143,0.102040816,0.0,0.142857143,0.040816327,0.102040816,0.040816327,0.224489796,0.020408163,0.0,0.0,0.12244898,0.040816327,0.0,0.12244898,0.142857143,0.102040816,0.102040816,1.0,0.408163265,1.0,5459,34.3,84.6,68.7,19.1,49.7,0,1,0,0,3,2,0.594471866,0.143731491,0.160908193,0.0017769,0.069299112,0.000987167,0.025468904,0.184,0.667,7.0,6.0,1.0,5459,0.184,0.667,Station 12 - 1st Due,WOODBRIDGE,Dale City,Marumsco Hills,1948,1532,234,24,43,5,27,56,91,66,123,29,Primary Fire Station - Station 12,2,3,81,12,64,14,60,3.1,2,1
51153900601,0.782044199,0.408672409,0.034954407,0.104972376,0.139773895,0.224921278,0.106353591,0.088674033,0.209230769,0.211873081,7.144686885,55.77587,0.200556916,51.94356778,991004.3362,0.243795815,3.204844393,2511.424884,6.613009549,0.0,0.128927425,0.0,3620,977,973,0.380110497,0.286187845,0.351490236,0.175745118,0.030706244,0.0,0.096608428,0.063720452,0.000276243,0.9042,0.004094166,0.317127072,0.725459318,0.031496063,0.056692913,0.028346457,0.052493438,0.105511811,0.065775951,0.102774923,40.00880282,0.353846154,0.893064382,41.0,0.0,0.12195122,0.829268293,0.048780488,0.0,0.0,1.707317073,0.12195122,0.073170732,0.0,0.146341463,0.024390244,0.12195122,0.048780488,0.146341463,0.024390244,0.0,0.0,0.048780488,0.024390244,0.073170732,0.097560976,0.170731707,0.048780488,0.146341463,1.0,0.463414634,1.0,3453,34.2,131.4,42.7,11.7,31.0,1,0,0,0,1,4,0.57164557,0.184050633,0.11721519,0.0,0.09721519,0.000759494,0.022278481,0.119,0.892,5.0,13.0,17.0,3453,0.119,0.892,Station 12 - 1st Due,WOODBRIDGE,Dale City,Marumsco Acres,1025,832,149,12,17,2,18,36,67,28,86,21,Primary Fire Station - Station 12,3,2,25,13,90,5,102,10.0,1,2
51153900602,0.859174568,0.44896821,0.032258065,0.056128293,0.181481481,0.140437158,0.077523703,0.054099275,0.209230769,0.127484578,7.172420219,55.84385,0.215971619,48.63163107,1142798.963,0.287571303,2.758406258,2267.25926,7.022999902,0.0,0.122189658,0.057887864,3586,1459,1350,0.286391523,0.194645845,0.54,0.04,0.605209047,0.093899931,0.077037037,0.058518519,0.0,0.888,0.074708705,0.194158076,0.799474606,0.09938704,0.015323993,0.01882662,0.033274956,0.033712785,0.153333333,0.038518519,41.23584051,0.408023139,0.291411043,71.0,0.014084507,0.098591549,0.85915493,0.028169014,0.014084507,0.014084507,1.816901408,0.154929578,0.23943662,0.0,0.14084507,0.0,0.070422535,0.028169014,0.154929578,0.014084507,0.014084507,0.0,0.126760563,0.042253521,0.056338028,0.154929578,0.183098592,0.084507042,0.197183099,1.0,0.422535211,1.0,3694,27.6,117.4,32.2,7.9,24.3,0,0,0,1,2,1,0.548476454,0.115420129,0.242843952,0.000923361,0.049630656,0.002077562,0.032317636,0.152,0.272,7.0,9.0,3.0,3694,0.152,0.272,Station 2 - 1st Due,WOODBRIDGE,Dale City,Jefferson Plaza,1938,1529,218,23,63,2,25,48,66,51,107,18,Primary Fire Station - Station 2,6,4,83,18,177,13,63,3.3,2,16
51153900701,0.862514188,0.379545455,0.061248528,0.074577727,0.023320158,0.045013421,0.081157775,0.067395006,,0.030529172,7.128559016,55.5346,0.200355687,47.97493187,1153840.255,0.193484377,2.131176596,2850.34223,6.613335613,0.0,0.240154859,0.0,7048,2948,2530,0.20161748,0.121027242,0.264426878,0.149802372,0.295454546,0.013568521,0.026482213,0.051778656,0.00368899,0.8348,0.141791045,0.274119668,0.752295855,0.080416977,0.024075453,0.020352445,0.017622239,0.105237032,0.0743083,0.0,41.65190924,0.314918315,0.568783822,105.0,0.0,0.142857143,0.771428571,0.085714286,0.0,0.0,1.60952381,0.057142857,0.00952381,0.047619048,0.057142857,0.00952381,0.066666667,0.028571429,0.20952381,0.019047619,0.0,0.019047619,0.057142857,0.038095238,0.019047619,0.057142857,0.20952381,0.104761905,0.2,1.0,0.304761905,1.0,8102,31.2,110.4,44.9,8.9,36.0,1,0,0,1,2,1,0.208596215,0.173501577,0.443349106,0.001840168,0.105678233,0.000394322,0.058885384,0.139,0.343,17.0,17.0,3.0,8102,0.139,0.343,Station 12 - 1st Due,WOODBRIDGE,Dale City,Leesylvania,1947,1459,407,30,36,3,31,61,108,59,136,39,Primary Fire Station - Station 12,8,2,69,21,146,10,46,2.4,5,18
51153900702,0.818914691,0.183508391,0.099564529,0.118978456,0.06686799,0.141848034,0.056310913,0.06738058,0.165128205,0.028747433,7.111257104,55.6238,0.177713017,56.79743907,793963.6178,0.361530455,0.456434083,3604.508696,5.849758825,0.0,0.255181855,0.0,8311,2435,2318,0.121164722,0.173625316,0.16824849,0.028904228,0.15687885,0.0,0.025884383,0.052631579,0.0,0.7145,0.048049281,0.08436214,0.556389318,0.141249172,0.023615096,0.0,0.050320018,0.228426396,0.084555651,0.015099223,40.66290046,0.29766791,0.901696547,30.0,0.033333333,0.3,0.633333333,0.033333333,0.033333333,0.0,1.4,0.166666667,0.033333333,0.033333333,0.166666667,0.0,0.2,0.033333333,0.2,0.0,0.1,0.0,0.1,0.1,0.033333333,0.166666667,0.266666667,0.133333333,0.2,1.0,0.3,1.0,7796,33.6,83.3,54.5,12.3,42.2,2,0,0,0,4,0,0.416697406,0.226607648,0.205705152,0.002336161,0.093569409,0.001106603,0.046231403,0.102,0.851,54.0,20.0,15.0,7796,0.102,0.851,Station 12 - 1st Due,WOODBRIDGE,Dale City,Marumsco Woods,2066,1330,506,20,43,6,40,76,115,64,167,33,Primary Fire Station - Station 12,1,1,49,16,79,16,23,1.1,2,3
51153900801,0.721248397,0.044044044,0.06455455,0.09454966,0.011003521,0.051814604,0.067835257,0.103463018,0.175384615,0.0,7.063994536,55.45296,0.179821116,59.70629063,708673.9258,0.414167476,1.267863648,4171.512648,4.933585435,0.0,0.326056004,0.0,7017,2272,2272,0.028502209,0.070257945,0.028169014,0.033450704,0.0,0.0,0.002640845,0.002640845,0.000712555,0.2295,0.0,0.043371404,0.620436106,0.077332657,0.040821501,0.0,0.019776876,0.24163286,0.006602113,0.007042254,48.17034437,0.283641975,0.952224758,56.0,0.017857143,0.053571429,0.821428571,0.107142857,0.017857143,0.017857143,1.714285714,0.017857143,0.017857143,0.017857143,0.107142857,0.0,0.071428571,0.0,0.285714286,0.017857143,0.035714286,0.0,0.071428571,0.053571429,0.0,0.035714286,0.125,0.071428571,0.142857143,1.0,0.232142857,1.0,7078,38.4,106.1,55.1,15.8,39.2,1,0,0,1,1,1,0.151419989,0.290688149,0.329191699,0.00054615,0.153877662,0.001092299,0.065674495,0.063,0.972,2.0,11.0,11.0,7078,0.063,0.972,Station 23 - 1st Due,WOODBRIDGE,Dumfries,Powells Landing,1536,1134,298,20,23,2,36,66,103,45,150,28,Primary Fire Station - Station 23,2,1,36,20,73,4,23,1.5,1,0
51153900803,0.781741868,0.215285065,0.054432348,0.118532955,0.022813688,0.093275488,0.056313396,0.055788737,,0.011984021,7.071904098,55.14926,0.157864669,52.49390076,731358.0153,0.342470995,1.190701308,3870.957296,5.667331141,0.0,0.368213043,0.0,5718,2253,2104,0.185729276,0.116474292,0.281844107,0.162072243,0.250776742,0.0,0.067490494,0.02661597,0.0,0.8288,0.066134044,0.245393338,0.751766217,0.147077714,0.003853565,0.0,0.027938343,0.069364162,0.126901141,0.032794677,41.22412008,0.407586207,0.552116125,43.0,0.023255814,0.11627907,0.744186047,0.11627907,0.023255814,0.023255814,1.604651163,0.11627907,0.046511628,0.0,0.093023256,0.023255814,0.046511628,0.0,0.209302326,0.0,0.046511628,0.023255814,0.139534884,0.139534884,0.023255814,0.139534884,0.209302326,0.139534884,0.255813954,1.0,0.279069767,1.0,6127,31.7,112.4,57.6,12.9,44.7,0,1,0,0,0,1,0.246509309,0.132480053,0.476396277,0.001496011,0.076462766,0.001163564,0.056848404,0.167,0.487,9.0,10.0,0.0,6127,0.167,0.487,Station 23 - 1st Due,WOODBRIDGE,Dumfries,Cherry Hill,2029,1512,359,30,35,3,37,53,86,69,133,29,Primary Fire Station - Station 23,3,3,67,26,90,11,142,7.0,2,2
51153900804,0.752722164,0.070600632,0.052168816,0.081676518,0.018220793,0.064614531,0.098349139,0.064278188,,0.008574491,7.024996448,55.32433,0.15388705,63.82219524,549528.9028,0.473868267,0.0,5072.237106,4.198051573,0.0,0.410134344,0.0,5694,1866,1866,0.051984545,0.069195645,0.229903537,0.088960343,0.128081458,0.0,0.006966774,0.052518757,0.0,0.5571,0.0,0.080780942,0.661402976,0.139993927,0.028241725,0.0,0.023079259,0.147282114,0.067524116,0.013933548,51.94889601,0.374329359,0.725500527,13.0,0.076923077,0.076923077,0.846153846,0.0,0.076923077,0.076923077,1.230769231,0.307692308,0.0,0.076923077,0.153846154,0.0,0.153846154,0.0,0.076923077,0.0,0.076923077,0.0,0.0,0.076923077,0.076923077,0.384615385,0.153846154,0.153846154,0.384615385,1.0,0.384615385,1.0,5564,38.7,68.1,54.9,12.0,42.9,1,0,0,0,0,0,0.124469851,0.248386502,0.480545823,0.002581597,0.080582703,0.001290798,0.056610732,0.074,0.678,13.0,8.0,1.0,5564,0.074,0.678,Station 23 - 1st Due,WOODBRIDGE,Dumfries,North Pond Trail,1607,1163,284,16,26,1,23,29,68,44,97,24,Primary Fire Station - Station 23,3,1,25,9,25,6,95,5.9,5,0
51153900901,0.75998674,0.297543976,0.047265161,0.074099137,0.042761463,0.209754722,0.051549809,0.075087021,0.209230769,0.150214592,7.024476503,54.8924,0.15422515,43.64059141,617775.3796,0.404154444,1.668831907,4292.497404,5.347383539,0.0,0.818762251,0.0,6033,2097,1941,0.24001326,0.157633018,0.281813498,0.157135497,0.101573677,0.043395327,0.047398248,0.044307058,0.001823305,0.9403,0.074391989,0.221451531,0.725578599,0.133453562,0.032762248,0.01653141,0.018034265,0.073639916,0.065945389,0.036063885,35.92796885,0.343975584,0.576386583,26.0,0.076923077,0.192307692,0.692307692,0.038461538,0.076923077,0.0,1.692307692,0.038461538,0.0,0.0,0.115384615,0.038461538,0.076923077,0.038461538,0.115384615,0.0,0.0,0.0,0.153846154,0.0,0.038461538,0.038461538,0.153846154,0.153846154,0.115384615,1.0,0.384615385,1.0,6363,31.0,89.6,58.1,12.0,46.2,0,1,0,0,5,2,0.4135991,0.145153512,0.338048545,0.002089696,0.047580775,0.002411188,0.041793924,0.12,0.525,4.0,5.0,3.0,6363,0.12,0.525,Station 3 - 1st Due,POTOMAC,Dumfries,Dumfries,2350,1838,358,27,47,13,37,70,93,84,160,24,Primary Fire Station - Station 3,13,1,86,23,200,17,57,2.4,3,4
51153900904,0.764697015,0.085463621,0.045604396,0.052447552,0.028280543,0.04494661,0.053964426,0.049291528,,0.0456718,6.989775683,55.0882,0.144219387,66.94235433,530888.8414,0.457200488,1.287070259,5345.34055,4.376006727,0.0,0.60977887,0.0,6634,1883,1768,0.056376244,0.04145312,0.082013575,0.070701357,0.0,0.006903877,0.032239819,0.0,0.000904432,0.3572,0.061072756,0.079963515,0.622852234,0.083619702,0.052119129,0.027491409,0.011168385,0.202749141,0.067873303,0.020927602,45.9574659,0.378495763,0.825588413,56.0,0.0,0.125,0.785714286,0.089285714,0.0,0.0,1.607142857,0.017857143,0.017857143,0.017857143,0.107142857,0.017857143,0.089285714,0.017857143,0.25,0.053571429,0.017857143,0.017857143,0.035714286,0.035714286,0.071428571,0.017857143,0.160714286,0.125,0.25,1.0,0.285714286,1.0,7498,35.1,112.5,64.0,9.3,54.7,3,0,0,0,2,2,0.162264702,0.219611849,0.423756019,0.001751058,0.126513936,0.001896979,0.056471618,0.061,0.852,2.0,8.0,3.0,7498,0.061,0.852,Station 23 - 1st Due,WOODBRIDGE,Dumfries,River Heritage Boulevard,1890,1339,412,17,24,1,30,64,107,64,156,31,Primary Fire Station - Station 23,3,1,19,17,150,8,27,1.4,2,4
51153900905,0.735858257,0.195886386,0.108793325,0.135019711,0.026761333,0.070300937,0.083062419,0.109720416,0.183589744,0.11715915,6.988679508,54.78707,0.105171752,58.06339028,378613.9247,0.610764259,0.390342632,5690.108559,4.40406457,0.0,3.372635011,0.0,6152,1929,1831,0.111508453,0.121423927,0.190060077,0.049153468,0.082426128,0.0,0.019661387,0.008192245,0.001788036,0.6881,0.050803525,0.121386334,0.634920635,0.156613757,0.049029982,0.009171076,0.061022928,0.089241623,0.01583834,0.03003823,48.96251932,0.401205788,0.852792705,11.0,0.090909091,0.090909091,0.636363636,0.181818182,0.090909091,0.0,1.272727273,0.0,0.0,0.0,0.181818182,0.0,0.090909091,0.0,0.090909091,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.181818182,0.0,0.181818182,1.0,0.181818182,1.0,6301,40.3,144.2,51.9,14.2,37.8,2,0,0,0,3,0,0.189410092,0.2594172,0.394278607,0.00177683,0.080312722,0.003909026,0.059346127,0.132,0.81,0.0,9.0,8.0,6301,0.132,0.81,Station 3 - 1st Due,POTOMAC,Dumfries,Graham Park Shores,1506,1080,286,18,21,6,25,59,85,47,141,25,Primary Fire Station - Station 3,2,3,40,7,46,4,41,2.7,1,0
51153901005,0.444511551,0.051111447,0.040507696,0.053642182,0.018411362,0.025343439,0.057224823,0.042276914,0.175384615,0.002104156,7.150998907,54.54996,0.139790394,23.75098068,466236.6797,0.0,0.143134103,22.11230586,4.580749549,0.0,0.263333754,0.0,6623,1901,1901,0.033368564,0.026121093,0.052603893,0.021567596,0.0,0.0,0.012624934,0.008416623,0.0,0.056,0.0,0.044193843,0.707905687,0.0740638,0.027461859,0.005825243,0.0110957,0.173647712,0.033140452,0.028406102,46.50553877,0.319444444,0.984448135,33.0,0.0,0.090909091,0.848484849,0.060606061,0.0,0.0,1.818181818,0.0,0.0,0.0,0.03030303,0.0,0.060606061,0.03030303,0.212121212,0.03030303,0.03030303,0.03030303,0.0,0.121212121,0.0,0.0,0.151515152,0.303030303,0.181818182,1.0,0.242424242,0.96969697,6849,33.9,111.4,63.4,10.2,53.2,1,0,0,0,0,1,0.144439317,0.48946316,0.216582064,0.000307645,0.074450085,0.000769112,0.068758653,0.045,0.972,2.0,2.0,2.0,6849,0.045,0.972,Station 17 - 1st Due,COLES,Dumfries,Powell's Creek Greenway,982,659,192,6,6,2,13,44,61,33,90,17,Primary Fire Station - Station 17,3,0,10,15,61,4,4,0.4,0,1
51153901009,0.456697149,0.06105433,0.02276867,0.091297752,0.008932559,0.045615589,0.06993007,0.106239914,0.157948718,0.010272443,7.176833333,54.95034,0.148521017,26.71695376,634993.6713,0.0,0.108358093,157.4252248,5.311493204,0.0,0.16650453,0.0,7436,2239,2239,0.059037117,0.009279182,0.117016525,0.042429656,0.0,0.0,0.0,0.015185351,0.0,0.0694,0.0,0.055854365,0.641967991,0.109958506,0.049199763,0.013337285,0.005631298,0.179905157,0.032603841,0.013398839,42.39880737,0.372286822,0.922270038,31.0,0.0,0.129032258,0.870967742,0.0,0.0,0.0,2.096774194,0.096774194,0.0,0.0,0.096774194,0.0,0.0,0.064516129,0.129032258,0.0,0.0,0.0,0.032258065,0.0,0.032258065,0.096774194,0.096774194,0.161290323,0.225806452,1.0,0.290322581,1.0,7328,36.8,98.8,75.5,20.8,54.7,1,1,0,0,0,0,0.126869658,0.548344017,0.180689103,0.003071581,0.067040598,0.001201923,0.06784188,0.059,0.979,2.0,5.0,3.0,7328,0.059,0.979,Station 17 - 1st Due,COLES,Dale City,Dumfries,1250,884,211,11,16,3,36,69,83,52,136,35,Primary Fire Station - Station 17,1,0,18,16,54,4,18,1.4,3,0
51153901010,0.413371382,0.050346514,0.058237548,0.09043981,0.0,0.017159199,0.10680799,0.109050143,0.180512821,0.0,7.151104372,54.93834,0.151137401,29.21284243,666055.5656,0.0,0.210734162,356.4940379,5.838832018,0.0,0.173797749,0.0,4906,1467,1401,0.013249083,0.090909091,0.077087794,0.087794433,0.0,0.0,0.0,0.006423983,0.00101916,0.162,0.044989775,0.056163535,0.623147777,0.096115338,0.050861033,0.005206247,0.002402883,0.22226672,0.009992862,0.010706638,50.70272354,0.205612245,0.848806366,14.0,0.142857143,0.0,0.857142857,0.0,0.142857143,0.0,1.714285714,0.0,0.0,0.0,0.071428571,0.071428571,0.0,0.0,0.285714286,0.071428571,0.0,0.071428571,0.0,0.142857143,0.0,0.0,0.142857143,0.357142857,0.428571429,1.0,0.071428571,1.0,4765,37.4,109.4,59.0,17.5,41.5,2,0,1,0,1,2,0.127038043,0.538949275,0.186141304,0.00317029,0.068387681,0.001811594,0.067708333,0.097,0.837,7.0,1.0,5.0,4765,0.097,0.837,Station 17 - 1st Due,POTOMAC,Dumfries,Montclair,1043,771,169,4,23,1,19,42,63,27,105,22,Primary Fire Station - Station 17,1,0,9,7,27,4,3,0.3,1,1
51153901011,0.617228704,0.116988972,0.057793345,0.085816642,0.029115934,0.052843602,0.077033722,0.084065846,0.161025641,0.003064351,7.164756284,55.15872,0.160104358,33.38719093,870125.5679,0.031362847,0.0,1935.718101,5.840134244,0.0,0.201523888,0.0,6257,1958,1889,0.091737254,0.046028448,0.11011117,0.066701959,0.0,0.0,0.022763367,0.00847009,0.0,0.2652,0.035240041,0.082071324,0.647376312,0.046476762,0.060869565,0.003598201,0.045277361,0.196401799,0.065113817,0.039703547,50.29197761,0.41671875,0.89291993,42.0,0.047619048,0.095238095,0.80952381,0.047619048,0.047619048,0.0,1.619047619,0.071428571,0.023809524,0.0,0.047619048,0.0,0.023809524,0.0,0.30952381,0.023809524,0.0,0.071428571,0.047619048,0.095238095,0.023809524,0.071428571,0.285714286,0.285714286,0.071428571,1.0,0.285714286,1.0,6534,38.6,110.8,47.8,14.5,33.3,1,0,0,0,2,1,0.174180944,0.378869853,0.24917343,0.00270514,0.119477006,0.002554854,0.068981064,0.088,0.925,2.0,7.0,11.0,6534,0.088,0.925,Station 17 - 1st Due,NEABSCO,Dale City,Ascot Woods,1250,916,222,17,22,3,27,57,70,39,144,33,Primary Fire Station - Station 17,1,2,19,8,47,5,32,2.6,1,0
51153901012,0.356486797,0.1830617,0.033117351,0.183188406,0.023255814,0.068707725,0.064293915,0.434270953,0.175384615,0.028772754,7.119189891,55.07797,0.169051405,38.64243346,847446.4844,0.203785448,1.396550406,2786.160893,5.745440728,0.0,0.284355968,0.0,3484,1703,1634,0.14380023,0.016647532,0.215422277,0.023255814,0.085731063,0.0,0.0,0.006119951,0.001148106,0.3443,0.040516735,0.130144928,0.607843137,0.098765432,0.023965142,0.0,0.021060276,0.248366013,0.059363525,0.033659731,45.56763285,0.328874539,0.79137931,108.0,0.009259259,0.166666667,0.703703704,0.12037037,0.009259259,0.0,1.407407407,0.018518519,0.027777778,0.009259259,0.101851852,0.018518519,0.055555556,0.0,0.222222222,0.046296296,0.009259259,0.194444444,0.064814815,0.12962963,0.018518519,0.018518519,0.444444444,0.175925926,0.111111111,0.990740741,0.351851852,1.0,3668,57.3,82.6,127.3,89.8,37.4,0,0,0,0,0,1,0.108572964,0.542327331,0.229508197,0.00268745,0.061273851,0.000268745,0.050524053,0.124,0.799,17.0,16.0,4.0,3668,0.124,0.799,Station 23 - 1st Due,POTOMAC,Dumfries,Four Seasons,2336,1837,250,13,39,7,49,122,123,79,221,57,Primary Fire Station - Station 23,1,2,47,21,203,26,53,2.3,1,6
