ID,STATE_NAME,ST_ABBREV,CNTY_NAME,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,Shape_Length,Shape_Area
51153901304,VIRGINIA,VA,Prince William County,3235,3227,2232,972,998,1771,3235,1.218923516,1.266294963,1154,0.356723338,518,0.160520607,155,0.087521174,347,0.107264297,12,0.012345679,192,0.086021505,229,0.070788253,452,0.139721793,0.209230769,7.207362295,53.95925,0.140541347,20.03678564,379195.2314,231,0.231462926,0.140612845,0.029659571,0.171659754,0.078955536,1492.856626,4.302408094,,0.247257995,0.001582337
51153901305,VIRGINIA,VA,Prince William County,4070,4070,2737,1259,1339,2428,4014,0.679560618,0.966695736,983,0.241523342,247,0.060687961,71,0.029242175,408,0.101644245,0,0,80,0.029229083,45,0.011056511,463,0.113759214,0.219487179,7.072805464,53.01148,0.098169964,9.83668407,179803.7856,368,0.274831964,0.303630103,0.04592138,0.119948396,0.069561466,2084.149365,2.760155603,,0.496299101,0.008242369
51153901306,VIRGINIA,VA,Prince William County,5259,5259,3640,1676,1774,2755,5248,0.729457342,0.740223462,1388,0.263928504,326,0.061988971,123,0.044646098,355,0.067644817,35,0.020883055,154,0.042307692,241,0.045826203,1055,0.200608481,0.169230769,7.142773224,53.70509,0.106569856,15.30262334,282595.9029,56,0.03156708,0.521430771,0,0.098928441,0.553679854,300.4511606,3.342854984,0,0.357303749,0.003362442
51153901403,VIRGINIA,VA,Prince William County,7258,7033,5015,2812,2951,4044,7129,2.512985458,1.895871068,4955,0.682694957,2578,0.366557657,294,0.072700297,626,0.087810352,447,0.158961593,468,0.09332004,530,0.073022871,768,0.105814274,0.165128205,7.258681148,54.63028,0.180549271,30.88393054,977083.1264,124,0.042019654,0,0.325971238,0.366612226,4.422730184,4687.495242,5.705093064,0,0.099890035,0.000522534
51153901407,VIRGINIA,VA,Prince William County,4385,4369,2854,1542,1598,2797,4385,2.711254762,2.46584496,3610,0.823261117,1472,0.336919203,58,0.020736503,295,0.0672748,310,0.201037613,590,0.2067274,365,0.083238312,188,0.042873432,0.197948718,7.24122541,54.74085,0.202948994,19.0339834,1078329.222,57,0.035669587,0,0.525354825,0.214390834,4.41068974,5115.589548,5.667451078,0,0.116268252,0.0002781
51153901409,VIRGINIA,VA,Prince William County,9046,8922,5854,2931,3015,5034,8964,1.683166792,1.218623673,5254,0.580809197,1446,0.162071284,87,0.017282479,420,0.046854083,208,0.070965541,474,0.080970277,456,0.050409021,528,0.05836834,,7.218084973,54.12167,0.155699602,12.72587728,581431.9453,55,0.018242123,0.000401169,0.165207398,0.306242924,0.870076708,11281.03011,5.254083407,0,0.229935474,0.001992903
51153901411,VIRGINIA,VA,Prince William County,6030,5984,3799,1964,1997,3019,5940,0.93895968,0.711704484,2288,0.379436153,317,0.052974599,109,0.03610467,429,0.072222222,148,0.075356415,147,0.038694393,277,0.045936982,850,0.140961857,0.117948718,7.049350546,53.51964,0.139684521,6.774639548,444379.567,50,0.025037556,0,0.066519828,0.06766757,1.027627487,3872.754009,6.242032576,0,0.192898494,0.001253876
51153901412,VIRGINIA,VA,Prince William County,7753,7744,4646,2193,2193,4158,7698,0.908401675,0.603414072,2834,0.365535922,405,0.052298554,131,0.031505532,509,0.06612107,18,0.008207934,63,0.013560052,755,0.097381659,309,0.03985554,0.172307692,7.117303825,53.72243,0.143570621,7.497936201,392068.2804,0,0,0,0.105045014,0.116797124,0.285305005,5239.687031,5.382310528,0,0.096589787,0.000400286
51153901413,VIRGINIA,VA,Prince William County,4425,4395,2611,1293,1293,2499,4386,1.001291886,0.716294049,1852,0.418531073,207,0.047098976,173,0.069227691,416,0.094847241,0,0,109,0.041746457,186,0.042033898,236,0.053333333,0.17025641,7.148630055,53.74839,0.14417774,8.502334274,404700.5631,9,0.006960557,0,0.114530274,0.14016905,0,7165.229597,4.728430592,0,0.069278555,0.000206198
51153901414,VIRGINIA,VA,Prince William County,5466,5466,3726,1609,1633,2823,5460,0.891404303,0.616382737,2068,0.378338822,208,0.038053421,112,0.039674106,495,0.090659341,39,0.024238658,120,0.032206119,111,0.020307355,920,0.168313209,0.139487179,7.117794262,53.46698,0.134923811,8.836438622,350894.2539,36,0.022045315,0,0.107046024,0.157380696,0,6443.013978,5.503940379,0,0.171968438,0.000772359
51153901415,VIRGINIA,VA,Prince William County,4403,4403,2677,1367,1426,2521,4384,0.720067868,0.468734896,1472,0.334317511,50,0.011355894,127,0.050376835,181,0.041286496,12,0.008778347,94,0.035113934,353,0.08017261,330,0.074948898,,7.164563115,53.70865,0.136491879,9.870704647,444171.7625,33,0.023141655,0,0.116597834,0.186489048,0.202635377,8605.292074,5.197768188,0,0.104611225,0.000333546
51153901416,VIRGINIA,VA,Prince William County,5143,5143,2865,1385,1437,2693,5110,1.383206881,1.295314717,1901,0.369628621,1059,0.205910947,70,0.025993316,186,0.036399217,168,0.121299639,48,0.016753927,397,0.0771923,179,0.034804589,,7.167143716,53.61287,0.141208433,10.93174712,438879.4065,0,0,0.045004363,0.114127752,0.235894242,0.607076652,6121.219071,5.234215496,0,0.134539744,0.000389991
51153901417,VIRGINIA,VA,Prince William County,2914,2914,2062,1029,1109,1773,2914,0.880282427,0.771117452,820,0.281400137,291,0.099862732,22,0.012408347,248,0.085106383,0,0,116,0.056256062,132,0.045298559,417,0.143102265,0.166153846,7.069313388,53.02802,0.119054681,7.154853106,304704.7965,213,0.192064923,0.062162312,0.061712742,0.145635746,0.144079864,3721.163806,4.412729244,0,0.379664861,0.004843029
51153901418,VIRGINIA,VA,Prince William County,4256,4249,2731,1615,1797,2797,4239,2.411559788,1.809759136,3553,0.834821429,979,0.230407155,57,0.020378977,309,0.072894551,127,0.078637771,616,0.225558404,436,0.102443609,336,0.078947368,0.185641026,7.223435792,54.60217,0.203530081,18.34058665,877362.1922,0,0,0,0.367330819,0.226307363,0.752255912,6239.032357,5.351364156,0,0.135977641,0.000412775
51153901419,VIRGINIA,VA,Prince William County,3837,3837,2272,1349,1404,1930,3819,3.285447147,2.783640773,3343,0.871253584,1894,0.493614803,19,0.00984456,201,0.052631579,299,0.221645663,586,0.257922535,468,0.121970289,190,0.049517852,0.185641026,7.241790164,54.72354,0.206578348,19.64821031,979250.1006,0,0,0,0.500864601,0.214662233,0.766767565,5220.87153,5.691840172,0,0.032624662,5.81E-05
51153901420,VIRGINIA,VA,Prince William County,4328,4328,2353,1099,1099,2102,4328,1.172182375,0.652083083,1892,0.43715342,393,0.090804067,50,0.02378687,145,0.033502773,29,0.026387625,149,0.063323417,255,0.058918669,216,0.049907579,0.148717949,7.20072623,54.15242,0.144223011,11.18063706,555596.3442,13,0.011828935,0,0.162991953,0.218103512,0.935752388,27419.69553,5.437897325,0,0.082900841,0.000308948
51153901421,VIRGINIA,VA,Prince William County,5416,5416,2975,1367,1382,2968,5400,0.917042791,0.45623979,2265,0.418205318,106,0.01957164,213,0.071765499,226,0.041851852,13,0.009509876,124,0.041680672,634,0.117060561,286,0.052806499,0.148717949,7.16907623,54.08448,0.145737437,9.792885342,599375.2401,0,0,0,0.134584421,0.160804057,1.442536194,17675.5175,5.31892249,0,0.182043702,0.001462701
51153901503,VIRGINIA,VA,Prince William County,5327,5318,3718,1860,1967,2957,5327,0.611849153,0.821132455,1226,0.230148301,245,0.046069951,83,0.028068989,549,0.103059884,32,0.017204301,143,0.038461538,253,0.047493899,1003,0.18828609,0.173333333,7.166689071,55.10022,0.126992287,8.032805235,312814.1955,147,0.074733096,0,0.087515701,0.071820245,0.20809215,2177.196051,5.143982653,0,0.557081991,0.008521382
51153901504,VIRGINIA,VA,Prince William County,4756,4615,4216,2560,2655,1383,4615,0.718807328,1.461396111,1339,0.281539108,215,0.046587216,87,0.062906725,1121,0.242903575,126,0.04921875,72,0.017077799,85,0.017872161,3045,0.640243902,0.201025641,7.14710765,54.44747,0.180949603,8.260235306,665546.7893,0,0,0,0.121510619,0.077071045,0.274337256,4733.523317,7.104761769,0,0.134471152,0.00087389
51153901505,VIRGINIA,VA,Prince William County,7237,7237,4519,2179,2179,4054,7220,0.964412277,0.808849865,2444,0.337708995,648,0.089539865,216,0.05328071,513,0.071052632,58,0.026617715,166,0.036733791,199,0.027497582,809,0.111786652,0.172307692,7.065218306,54.3836,0.156329145,6.548174136,374637.8391,30,0.013767783,0,0.09613267,0,0,2971.557069,6.286016652,0,0.134788204,0.00072616
51153901506,VIRGINIA,VA,Prince William County,7010,7010,4057,1811,1870,3849,6995,1.527453791,1.11284212,4293,0.612410842,627,0.089443652,13,0.003377501,294,0.042030021,185,0.102153506,253,0.062361351,505,0.072039943,397,0.056633381,0.17025641,7.075037705,54.13087,0.179633357,6.843752222,601753.7969,4,0.002139037,0,0.085338884,0,0.83968763,3484.00807,8.18312398,0,0.074634245,0.000216958
51153901507,VIRGINIA,VA,Prince William County,2874,2874,1724,911,981,1827,2868,1.337062471,0.887023441,1366,0.475295755,343,0.119345859,55,0.030103996,223,0.077754533,30,0.032930845,63,0.036542923,290,0.100904662,209,0.072720946,0.171282051,7.072266393,54.06354,0.163339787,6.826187576,623076.4667,44,0.044852192,0,0.047969942,0.042961327,0.796963676,3303.357942,8.391445648,0,0.108473952,0.000333507
51153901508,VIRGINIA,VA,Prince William County,5770,5770,3609,1802,1854,3240,5770,1.592646376,1.034068978,3196,0.55389948,868,0.150433276,125,0.038580247,304,0.052686308,90,0.049944506,216,0.059850374,537,0.093067591,494,0.085615251,,7.030750546,53.67938,0.149238778,6.233590103,468447.3305,42,0.022653722,0,0.020263568,0,2.357783236,3068.288093,6.867800587,0,0.134351723,0.000834861
51153901509,VIRGINIA,VA,Prince William County,7727,7703,4800,2350,2396,4262,7726,0.887969894,0.654534469,2777,0.359389155,383,0.049720888,80,0.01877053,562,0.072741393,0,0,132,0.0275,324,0.041930892,669,0.086579526,0.178461538,6.959657377,54.03897,0.106952991,4.807985149,183782.0852,81,0.033806344,0,0,0.019714216,0.067519657,1049.469179,4.565510676,0,0.493007835,0.006516854
51153901510,VIRGINIA,VA,Prince William County,6476,6467,4145,2089,2132,3381,6418,0.813545163,0.719129357,2280,0.352069179,195,0.030153085,57,0.016858917,416,0.0648177,33,0.015797032,86,0.020747889,355,0.054817789,651,0.100525015,0.190769231,6.998020492,54.03059,0.124894709,5.064661754,335535.6132,0,0,0,0,0,0,1991.348808,5.951835481,0,0.161206047,0.000839015
51153901511,VIRGINIA,VA,Prince William County,4381,4381,3155,1699,1748,1584,4364,0.446319403,0.772676168,838,0.19128053,78,0.017804154,29,0.018308081,547,0.125343721,9,0.005297234,77,0.024405705,70,0.015978087,1470,0.335539831,0.175384615,6.993227049,54.23153,0.108891426,4.43262802,199647.0654,10,0.005720824,0,0,0,0.09689622,1330.829672,5.672076161,0,0.144061913,0.000863419
51153901601,VIRGINIA,VA,Prince William County,4688,4611,2903,1047,1159,1943,4646,2.948663911,1.97348098,3703,0.789889078,2018,0.4376491,82,0.042202779,419,0.090185105,32,0.030563515,695,0.239407509,458,0.097696246,629,0.134172355,0.191794872,7.2851,54.98499,0.169661101,25.20182499,857631.2688,16,0.013805004,0,0.564792941,0.270620022,1.414586791,3216.915637,5.00951769,0,0.094186767,0.000233224
51153901602,VIRGINIA,VA,Prince William County,8377,8308,5337,2617,2617,4882,8377,2.105561137,1.756371348,5775,0.689387609,1893,0.227852672,73,0.014952888,576,0.068759699,248,0.094764998,860,0.161139217,613,0.073176555,724,0.086427122,0.2,7.28524918,55.07397,0.195442558,23.28617087,928369.685,151,0.057699656,0,1.217278623,0.240638283,2.432157653,3460.985886,5.234291653,0,0.139295002,0.000500932
51153901702,VIRGINIA,VA,Prince William County,4641,4619,2691,1243,1285,2407,4593,2.551244908,3.059673823,3456,0.744667098,1558,0.337302446,292,0.121312838,510,0.111038537,225,0.181013677,944,0.350798959,254,0.054729584,361,0.07778496,0.226666667,7.319180328,55.21243,0.154791464,21.55549251,790502.577,141,0.109727626,0,0.305181372,0.247024691,0.465801107,2401.566183,4.23155093,0,0.083512295,0.000168783
51153901703,VIRGINIA,VA,Prince William County,2418,2405,1601,672,711,1364,2418,2.117310968,1.487397645,1651,0.682795699,568,0.236174636,0,0,134,0.055417701,0,0,399,0.249219238,93,0.038461538,235,0.097187758,0.185641026,7.290986612,54.88631,0.156700918,25.87427702,861200.6182,186,0.261603376,0,0.332388705,0.265225306,1.56277071,3021.68829,5.31143107,0,0.057276356,0.000144278
51153901704,VIRGINIA,VA,Prince William County,6582,6336,4311,1937,2126,3771,6581,2.93164024,3.133010845,5858,0.890003039,2309,0.364425505,257,0.068151684,593,0.090107886,617,0.318533815,1067,0.247506379,722,0.109693102,738,0.112123974,0.185641026,7.278997268,54.82831,0.177788097,29.43113879,872022.2329,177,0.083254939,0,0.439333507,0.275623941,7.353389459,3546.259768,5.647360407,0,0.061773873,0.000185371
51153901900,VIRGINIA,VA,Prince William County,7729,7729,4500,2317,2378,4300,7696,2.394357453,2.043732465,6023,0.779272868,2027,0.262259024,122,0.028372093,452,0.058731809,285,0.123003884,1036,0.230222222,735,0.09509639,573,0.07413637,0.191794872,7.341177869,55.40999,0.165069521,18.63466229,923239.3439,98,0.041211102,0,0.200458642,0.234924353,4.298004764,2035.376052,5.161822333,0,0.111571328,0.000545616
51153980100,VIRGINIA,VA,Prince William County,0,0,0,0,0,0,0,0,0.125407869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.034343443,53.42164,0.087736083,16.26577646,119074.4993,0,0,11.03523014,0,0.079956527,0.026339633,969.668348,2.257739782,,0.692957415,0.008754098
